,width,SRR999253,SRR999254,SRR999255
FBgn0266667,2284,173,111,127
FBgn0266668,2246,181,144,153
FBgn0266669,3109,215,188,171
FBgn0266670,2885,168,143,163
FBgn0266671,2405,126,92,125
FBgn0266672,3363,298,265,243
FBgn0266673,2380,195,165,197
FBgn0266674,2799,137,135,150
FBgn0266675,316,10,9,12
FBgn0266676,1032,0,0,1
FBgn0266677,1107,74,71,76
FBgn0266678,333,0,1,0
FBgn0266679,540,2,2,1
FBgn0266680,811,8,9,7
FBgn0266681,1024,4,0,2
FBgn0266682,478,0,1,0
FBgn0266683,547,0,0,0
FBgn0266684,1043,0,1,0
FBgn0266685,873,174,144,147
FBgn0266686,322,205,176,187
FBgn0266687,440,1,1,1
FBgn0266688,262,2,3,2
FBgn0266689,1089,8,8,6
FBgn0266690,966,35,18,25
FBgn0266691,568,1,1,3
FBgn0266692,583,202,152,189
FBgn0266693,682,1,1,1
FBgn0266694,2649,255,215,225
FBgn0266696,24343,4394,3948,4205
FBgn0266697,440,1,4,2
FBgn0266698,1137,2,2,1
FBgn0266699,929,1,2,0
FBgn0266700,1614,181,136,129
FBgn0266701,557,0,0,0
FBgn0266702,649,26,15,24
FBgn0266703,1129,0,0,0
FBgn0266705,889,85,65,84
FBgn0266706,797,5,7,2
FBgn0266707,1470,626,492,578
FBgn0266708,1483,1,0,0
FBgn0266709,1497,1,2,2
FBgn0266710,611,6,2,4
FBgn0266711,654,314,250,257
FBgn0266717,15702,2593,2428,2525
FBgn0266719,4312,243,190,171
FBgn0266720,1846,326,320,289
FBgn0266721,1002,100,83,96
FBgn0266722,583,33,20,29
FBgn0266723,666,83,76,82
FBgn0266724,575,97,76,72
FBgn0266725,361,5,6,3
FBgn0266726,651,0,1,0
FBgn0266727,672,3,3,3
FBgn0266728,211,0,0,0
FBgn0266729,388,65,77,72
FBgn0266730,612,12,15,12
FBgn0266731,1955,309,272,272
FBgn0266732,1240,0,0,0
FBgn0266733,640,2,0,0
FBgn0266734,571,0,0,0
FBgn0266735,952,80,88,67
FBgn0266736,1705,84,56,60
FBgn0266737,856,27,29,32
FBgn0266738,261,0,0,0
FBgn0266739,331,12,9,9
FBgn0266740,1264,8,0,2
FBgn0266741,1360,51,49,54
FBgn0266742,1023,8,8,8
FBgn0266743,572,0,0,0
FBgn0266744,779,75,51,55
FBgn0266745,437,8,9,19
FBgn0266747,497,0,0,0
FBgn0266748,229,8,2,2
FBgn0266749,356,0,0,1
FBgn0266750,6258,100,100,90
FBgn0266751,829,3,3,3
FBgn0266752,943,1,3,4
FBgn0266753,2265,4,5,8
FBgn0266756,17286,1904,1779,1826
FBgn0266757,5847,49,38,43
FBgn0266758,3510,765,661,716
FBgn0266762,1272,0,0,2
FBgn0266763,787,6,4,3
FBgn0266764,263,0,0,0
FBgn0266766,5443,0,0,1
FBgn0266768,582,1,4,2
FBgn0266769,761,0,0,0
FBgn0266771,533,0,0,0
FBgn0266772,346,3,0,3
FBgn0266773,624,0,0,0
FBgn0266774,593,0,0,0
FBgn0266775,1297,0,0,1
FBgn0266776,387,0,0,1
FBgn0266777,872,7,10,4
FBgn0266778,425,1,4,3
FBgn0266780,1348,1,0,0
FBgn0266781,458,0,0,0
FBgn0266782,602,0,0,1
FBgn0266783,775,0,0,0
FBgn0266784,642,0,0,0
FBgn0266785,343,0,0,0
FBgn0266786,349,6,5,4
FBgn0266787,511,2,0,1
FBgn0266788,567,0,0,0
FBgn0266789,509,0,0,0
FBgn0266790,296,0,0,0
FBgn0266791,562,0,0,1
FBgn0266795,249,10,7,8
FBgn0266796,597,0,0,0
FBgn0266797,468,0,0,0
FBgn0266798,4902,0,0,1
FBgn0266799,319,0,0,0
FBgn0266800,924,3,5,4
FBgn0266801,13576,1588,1482,1556
FBgn0266802,732,75,66,62
FBgn0266803,402,0,0,0
FBgn0266804,1672,1,0,0
FBgn0266805,7420,25,24,29
FBgn0266806,862,0,1,0
FBgn0266807,481,20,15,15
FBgn0266808,6039,581,565,614
FBgn0266809,1198,84,77,62
FBgn0266810,3542,3,1,1
FBgn0266811,437,8,6,4
FBgn0266812,401,0,0,0
FBgn0266813,552,152,171,156
FBgn0266814,1806,0,0,0
FBgn0266815,466,0,0,1
FBgn0266816,1050,0,0,0
FBgn0266817,633,61,74,67
FBgn0266818,2095,2,0,1
FBgn0266819,5936,80,99,81
FBgn0266820,346,0,0,0
FBgn0266821,1095,0,0,0
FBgn0266822,6301,4,0,0
FBgn0266823,293,0,0,0
FBgn0266824,1335,0,0,0
FBgn0266825,287,0,0,0
FBgn0266826,218,0,0,0
FBgn0266827,590,0,0,0
FBgn0266828,598,6,8,8
FBgn0266829,334,0,0,0
FBgn0266830,353,0,0,0
FBgn0266831,255,0,0,0
FBgn0266832,366,0,0,0
FBgn0266833,388,0,0,0
FBgn0266834,498,0,0,0
FBgn0266835,235,0,0,0
FBgn0266836,865,2,1,2
FBgn0266837,439,0,4,0
FBgn0266838,342,0,2,0
FBgn0266839,416,0,0,0
FBgn0266840,307,0,0,0
FBgn0266841,1120,1,0,0
FBgn0266842,576,0,0,0
FBgn0266843,223,80,76,82
FBgn0266844,549,0,0,1
FBgn0266845,408,0,0,0
FBgn0266846,510,3,3,2
FBgn0266847,620,0,0,0
FBgn0266848,3580,341,313,316
FBgn0266849,1801,0,0,0
FBgn0266850,3734,1,0,1
FBgn0266851,1011,11,6,11
FBgn0266852,378,0,0,0
FBgn0266853,1161,0,0,0
FBgn0266854,506,0,0,0
FBgn0266855,1321,0,0,0
FBgn0266856,901,0,0,0
FBgn0266857,1200,1,0,0
FBgn0266858,3531,0,0,2
FBgn0266859,696,0,1,2
FBgn0266860,520,0,1,0
FBgn0266861,700,0,0,0
FBgn0266862,641,0,0,0
FBgn0266863,1161,155,135,153
FBgn0266864,628,10,5,5
FBgn0266865,771,4,4,8
FBgn0266866,745,35,53,43
FBgn0266867,640,0,0,0
FBgn0266868,821,1,0,1
FBgn0266869,590,4,10,6
FBgn0266870,534,1,0,0
FBgn0266871,885,20,40,29
FBgn0266872,296,2,5,8
FBgn0266873,1413,1,0,0
FBgn0266874,1174,0,0,0
FBgn0266875,642,0,0,0
FBgn0266876,309,0,0,0
FBgn0266877,370,0,0,0
FBgn0266878,244,1,3,2
FBgn0266879,207,3,0,6
FBgn0266880,328,1,1,1
FBgn0266881,202,0,0,0
FBgn0266882,904,0,0,0
FBgn0266883,537,0,0,0
FBgn0266884,2677,0,3,0
FBgn0266885,645,0,0,0
FBgn0266886,768,15,7,20
FBgn0266887,598,0,0,0
FBgn0266888,422,0,0,0
FBgn0266889,1680,500,425,441
FBgn0266891,1031,0,0,2
FBgn0266892,451,0,0,0
FBgn0266893,584,0,0,0
FBgn0266894,432,0,2,1
FBgn0266895,267,0,1,0
FBgn0266896,225,0,0,0
FBgn0266897,259,0,0,0
FBgn0266898,339,1,1,2
FBgn0266899,916,1,2,0
FBgn0266900,802,1,2,0
FBgn0266901,3150,7,9,6
FBgn0266902,1210,0,0,0
FBgn0266903,2854,1,0,2
FBgn0266904,390,1,1,0
FBgn0266905,656,0,0,0
FBgn0266906,846,69,69,62
FBgn0266907,1229,149,160,162
FBgn0266909,324,0,1,0
FBgn0266910,321,3,0,1
FBgn0266911,1620,6,1,5
FBgn0266912,694,0,0,0
FBgn0266913,317,0,0,0
FBgn0266914,413,0,0,0
FBgn0266915,385,1,2,1
FBgn0266916,4682,41,41,33
FBgn0266917,2558,129,97,104
FBgn0266918,2356,1994,1777,1804
FBgn0266925,1427,65,60,58
FBgn0266926,1154,0,0,0
FBgn0266927,1250,0,1,2
FBgn0266928,721,0,0,0
FBgn0266929,317,0,3,1
FBgn0266930,590,1,1,0
FBgn0266931,480,2,1,4
FBgn0266932,671,0,0,0
FBgn0266933,1024,12,10,9
FBgn0266934,712,4,7,7
FBgn0266935,393,0,0,0
FBgn0266936,306,1,0,1
FBgn0266937,4902,9,8,7
FBgn0266938,471,1,0,0
FBgn0266939,435,0,0,0
FBgn0266940,581,0,1,0
FBgn0266941,523,1,0,0
FBgn0266942,509,0,0,0
FBgn0266943,357,0,0,0
FBgn0266944,388,0,0,0
FBgn0266945,670,234,167,175
FBgn0266946,370,12,14,13
FBgn0266947,414,0,0,2
FBgn0266948,834,0,0,0
FBgn0266949,346,0,1,0
FBgn0266950,412,0,0,3
FBgn0266951,413,6,2,0
FBgn0266952,419,0,0,1
FBgn0266953,450,1,1,2
FBgn0266954,282,0,0,3
FBgn0266955,676,0,0,0
FBgn0266956,455,0,1,0
FBgn0266957,410,0,0,0
FBgn0266958,1162,37,42,49
FBgn0266959,1182,0,0,0
FBgn0266960,315,0,0,1
FBgn0266961,654,0,0,0
FBgn0266962,928,0,0,0
FBgn0266963,839,3,1,1
FBgn0266964,296,0,0,0
FBgn0266965,281,1,2,0
FBgn0266966,501,3,3,2
FBgn0266967,469,1,2,0
FBgn0266968,619,0,0,0
FBgn0266969,615,0,0,0
FBgn0266970,490,0,0,0
FBgn0266971,318,0,0,0
FBgn0266972,706,0,0,0
FBgn0266973,435,0,0,0
FBgn0266974,609,2,4,4
FBgn0266975,534,2,0,0
FBgn0266976,470,1,0,0
FBgn0266977,516,0,0,0
FBgn0266978,802,0,1,1
FBgn0266979,773,0,0,2
FBgn0266980,530,0,1,0
FBgn0266981,683,9,9,9
FBgn0266982,412,1,0,0
FBgn0266983,913,0,0,0
FBgn0266984,799,0,2,1
FBgn0266985,500,4,7,7
FBgn0266986,718,0,0,0
FBgn0266987,302,7,14,14
FBgn0266988,201,0,1,0
FBgn0266989,221,2,1,3
FBgn0266990,408,1,0,1
FBgn0266991,333,1,0,1
FBgn0266992,266,1,0,0
FBgn0266993,348,1,0,0
FBgn0266994,796,13,10,3
FBgn0266995,258,3,0,1
FBgn0267001,17049,4447,4893,4815
FBgn0267002,8066,10277,9709,9834
FBgn0267003,305,2,3,1
FBgn0267004,543,0,0,0
FBgn0267005,649,0,0,0
FBgn0267006,695,0,0,1
FBgn0267007,532,0,0,0
FBgn0267008,462,0,0,0
FBgn0267009,267,0,0,0
FBgn0267010,371,0,0,1
FBgn0267011,259,1,3,2
FBgn0267012,877,11,19,8
FBgn0267013,515,3,3,0
FBgn0267014,274,0,0,0
FBgn0267017,545,13,15,13
FBgn0267018,303,0,0,0
FBgn0267019,270,1,0,0
FBgn0267020,899,6,4,3
FBgn0267021,735,0,1,0
FBgn0267022,788,18,18,17
FBgn0267023,1210,37,30,35
FBgn0267024,1157,1,3,4
FBgn0267025,595,160,161,157
FBgn0267026,323,0,0,0
FBgn0267027,864,1,3,5
FBgn0267028,707,2,2,1
FBgn0267029,1476,103,97,91
FBgn0267030,448,4,7,4
FBgn0267031,415,2,5,1
FBgn0267032,246,0,0,0
FBgn0267033,29476,5078,5258,5344
FBgn0267034,331,0,0,0
FBgn0267035,2376,170,197,191
FBgn0267036,512,9,7,13
FBgn0267037,2790,0,1,4
FBgn0267038,1609,0,0,0
FBgn0267039,731,0,0,0
FBgn0267040,2285,0,0,0
FBgn0267041,1547,672,601,560
FBgn0267042,646,0,0,0
FBgn0267043,646,0,0,0
FBgn0267044,641,0,0,0
FBgn0267045,609,0,0,0
FBgn0267046,600,0,0,0
FBgn0267047,609,0,0,0
FBgn0267048,637,0,0,0
FBgn0267049,641,0,0,0
FBgn0267050,641,0,0,0
FBgn0267051,629,4,1,1
FBgn0267052,629,3,5,1
FBgn0267053,629,0,0,0
FBgn0267054,629,0,0,0
FBgn0267055,588,0,0,0
FBgn0267056,827,0,0,0
FBgn0267057,552,59,40,51
FBgn0267058,752,0,0,0
FBgn0267059,279,0,0,0
FBgn0267060,1361,0,0,0
FBgn0267061,688,0,0,0
FBgn0267062,781,0,0,0
FBgn0267063,474,0,0,0
FBgn0267064,497,0,0,0
FBgn0267065,296,0,0,0
FBgn0267066,368,0,0,0
FBgn0267067,438,0,0,1
FBgn0267068,503,0,0,0
FBgn0267069,861,0,0,0
FBgn0267070,651,3,0,0
FBgn0267071,200,0,0,0
FBgn0267072,225,1,0,0
FBgn0267073,774,6,9,6
FBgn0267074,508,28,33,23
FBgn0267075,2640,2,2,1
FBgn0267076,2492,78,59,77
FBgn0267077,1251,0,0,0
FBgn0267078,1267,85,93,82
FBgn0267079,926,0,0,0
FBgn0267080,900,0,0,0
FBgn0267081,1321,109,83,85
FBgn0267082,256,0,0,0
FBgn0267083,363,2,1,2
FBgn0267084,1219,135,110,93
FBgn0267085,515,0,0,0
FBgn0267086,333,1,3,5
FBgn0267087,2897,13,6,12
FBgn0267088,368,0,0,0
FBgn0267089,4733,86,73,84
FBgn0267090,785,0,0,1
FBgn0267091,1455,7,6,6
FBgn0267096,280,0,0,0
FBgn0267097,1419,0,0,0
FBgn0267098,347,0,0,0
FBgn0267099,202,0,1,1
FBgn0267100,425,0,0,1
FBgn0267101,399,2,2,0
FBgn0267102,527,3,1,1
FBgn0267103,386,2,5,3
FBgn0267104,818,0,0,0
FBgn0267105,291,0,0,0
FBgn0267106,440,0,0,0
FBgn0267107,624,0,0,0
FBgn0267108,321,2,0,0
FBgn0267109,620,6,4,4
FBgn0267110,1249,0,2,0
FBgn0267111,6900,0,4,0
FBgn0267112,1428,18,16,29
FBgn0267113,1390,45,38,32
FBgn0267114,876,0,0,0
FBgn0267115,698,4,1,2
FBgn0267116,761,0,3,7
FBgn0267118,887,3,4,2
FBgn0267119,545,14,14,7
FBgn0267120,876,0,0,0
FBgn0267121,612,0,0,0
FBgn0267122,935,0,0,0
FBgn0267123,751,0,0,1
FBgn0267124,492,0,0,0
FBgn0267125,751,0,0,1
FBgn0267126,430,25,15,24
FBgn0267127,1740,5,0,4
FBgn0267128,733,0,1,0
FBgn0267129,401,0,0,0
FBgn0267130,561,0,0,0
FBgn0267131,3451,0,0,1
FBgn0267132,1601,0,0,0
FBgn0267133,3401,0,0,0
FBgn0267134,476,0,0,0
FBgn0267135,365,0,0,0
FBgn0267136,1815,1,0,0
FBgn0267137,703,0,1,2
FBgn0267138,597,0,0,0
FBgn0267139,505,0,0,0
FBgn0267140,871,0,0,0
FBgn0267141,440,0,1,0
FBgn0267142,365,2,2,3
FBgn0267143,904,0,0,0
FBgn0267144,657,0,0,0
FBgn0267145,753,0,0,1
FBgn0267146,761,0,0,0
FBgn0267147,496,0,0,0
FBgn0267148,558,0,0,1
FBgn0267149,516,0,0,0
FBgn0267150,778,0,0,1
FBgn0267151,346,54,50,30
FBgn0267152,295,0,0,0
FBgn0267153,1406,2,0,3
FBgn0267154,507,0,0,0
FBgn0267155,468,1,1,3
FBgn0267156,437,0,0,0
FBgn0267157,385,4,9,14
FBgn0267158,559,0,0,0
FBgn0267159,662,0,0,0
FBgn0267160,2914,580,497,460
FBgn0267161,875,12,20,8
FBgn0267162,344,0,3,0
FBgn0267163,521,4,1,2
FBgn0267164,5913,534,461,504
FBgn0267165,922,1,0,1
FBgn0267166,797,0,1,1
FBgn0267167,289,0,0,0
FBgn0267168,848,0,0,0
FBgn0267169,532,0,0,0
FBgn0267170,314,0,0,0
FBgn0267171,783,46,68,54
FBgn0267172,393,100,81,94
FBgn0267173,1399,0,0,0
FBgn0267174,518,0,0,0
FBgn0267175,488,3,3,4
FBgn0267176,542,0,0,0
FBgn0267177,488,0,0,0
FBgn0267178,658,0,0,0
FBgn0267179,296,0,0,0
FBgn0267180,1625,51,50,38
FBgn0267181,2660,65,56,41
FBgn0267182,974,0,0,0
FBgn0267183,380,1,0,0
FBgn0267184,359,0,0,0
FBgn0267185,450,0,0,0
FBgn0267186,726,0,1,3
FBgn0267187,208,0,0,0
FBgn0267188,326,0,0,0
FBgn0267189,1062,1,0,0
FBgn0267190,467,0,0,0
FBgn0267191,750,0,0,0
FBgn0267192,395,0,2,0
FBgn0267193,300,0,0,0
FBgn0267194,211,0,0,1
FBgn0267195,601,0,0,0
FBgn0267196,226,0,0,0
FBgn0267197,409,0,0,0
FBgn0267198,237,0,2,2
FBgn0267199,679,2,3,3
FBgn0267200,382,2,2,1
FBgn0267201,680,1,2,1
FBgn0267202,300,0,0,0
FBgn0267203,460,2,0,0
FBgn0267204,231,0,0,0
FBgn0267205,704,0,1,0
FBgn0267206,539,0,2,0
FBgn0267207,301,1,2,0
FBgn0267208,331,10,14,10
FBgn0267209,521,0,0,0
FBgn0267210,757,1,0,1
FBgn0267211,1101,0,2,1
FBgn0267212,636,0,0,0
FBgn0267213,461,0,0,0
FBgn0267214,641,0,0,0
FBgn0267215,301,0,0,0
FBgn0267216,400,0,0,0
FBgn0267217,357,0,0,0
FBgn0267218,858,0,0,0
FBgn0267219,1010,5,3,7
FBgn0267220,860,10,28,13
FBgn0267221,370,0,0,1
FBgn0267222,458,0,2,1
FBgn0267223,323,9,4,4
FBgn0267224,492,11,3,7
FBgn0267225,277,0,0,0
FBgn0267226,553,0,0,0
FBgn0267227,291,0,0,0
FBgn0267228,1833,382,342,356
FBgn0267229,2210,15,7,2
FBgn0267230,328,0,1,1
FBgn0267231,263,1,0,0
FBgn0267232,344,1,0,1
FBgn0267233,681,2,4,3
FBgn0267234,428,1,7,4
FBgn0267235,435,0,0,0
FBgn0267236,411,5,3,1
FBgn0267237,458,0,1,0
FBgn0267238,482,0,0,0
FBgn0267239,1007,2,1,2
FBgn0267240,810,0,0,0
FBgn0267241,903,18,16,23
FBgn0267242,1766,183,226,170
FBgn0267243,4516,50,32,45
FBgn0267244,316,6,2,3
FBgn0267245,768,2,4,9
FBgn0267246,890,9,11,11
FBgn0267247,310,1,0,2
FBgn0267248,591,0,1,0
FBgn0267249,223,0,0,0
FBgn0267252,12543,29096,26801,26290
FBgn0267253,4208,822,801,828
FBgn0267254,279,0,0,0
FBgn0267255,463,0,0,0
FBgn0267256,405,0,0,0
FBgn0267257,2171,0,2,3
FBgn0267258,418,0,0,0
FBgn0267259,232,0,0,1
FBgn0267260,232,0,0,0
FBgn0267261,665,0,0,0
FBgn0267262,529,2,2,0
FBgn0267263,397,0,2,0
FBgn0267264,3169,0,0,0
FBgn0267265,303,63,58,52
FBgn0267266,715,0,0,0
FBgn0267267,290,0,0,0
FBgn0267268,673,0,0,0
FBgn0267269,2531,0,0,1
FBgn0267270,1547,11,4,8
FBgn0267271,582,0,0,0
FBgn0267272,391,0,0,0
FBgn0267273,517,0,0,0
FBgn0267274,594,0,0,0
FBgn0267275,637,0,0,0
FBgn0267276,822,27,24,34
FBgn0267277,1291,8,5,17
FBgn0267278,1061,44,25,31
FBgn0267279,687,1,0,1
FBgn0267280,519,1,0,2
FBgn0267281,348,0,0,0
FBgn0267282,201,0,0,0
FBgn0267283,417,0,0,0
FBgn0267284,807,0,0,0
FBgn0267285,573,0,0,0
FBgn0267286,769,0,1,0
FBgn0267287,660,0,0,0
FBgn0267288,229,0,0,0
FBgn0267289,428,0,0,0
FBgn0267290,601,0,0,0
FBgn0267291,305,0,0,0
FBgn0267292,408,0,0,0
FBgn0267293,302,0,0,0
FBgn0267294,443,1,1,2
FBgn0267295,310,0,0,0
FBgn0267296,1197,0,0,0
FBgn0267297,280,0,0,0
FBgn0267298,272,2,0,0
FBgn0267299,790,0,0,0
FBgn0267300,564,0,0,0
FBgn0267301,520,0,0,0
FBgn0267302,437,10,6,9
FBgn0267303,400,0,0,0
FBgn0267304,342,0,0,1
FBgn0267305,239,0,0,0
FBgn0267306,258,0,0,0
FBgn0267307,594,0,0,0
FBgn0267308,408,0,0,0
FBgn0267309,292,1,1,2
FBgn0267310,263,0,0,0
FBgn0267311,231,0,0,0
FBgn0267312,287,0,0,0
FBgn0267313,1098,0,0,0
FBgn0267314,604,0,0,0
FBgn0267315,579,0,0,0
FBgn0267316,571,0,0,0
FBgn0267317,799,0,0,0
FBgn0267318,447,0,0,0
FBgn0267319,291,1,0,1
FBgn0267320,554,0,0,0
FBgn0267321,326,0,0,0
FBgn0267322,739,53,55,66
FBgn0267323,446,10,6,10
FBgn0267326,2184,2,4,3
FBgn0267327,340,2,3,1
FBgn0267330,1746,418,387,369
FBgn0267336,15711,5961,5563,5748
FBgn0267337,6273,158,128,157
FBgn0267339,1184,2,5,5
FBgn0267347,1372,11,19,12
FBgn0267348,5916,441,406,404
FBgn0267350,7054,1627,1579,1500
FBgn0267351,4357,200,145,171
FBgn0267363,3125,0,2,0
FBgn0267365,936,130,127,140
FBgn0267366,1097,0,0,0
FBgn0267376,3121,1096,1079,981
FBgn0267378,2585,1219,1144,1182
FBgn0267383,660,2,1,2
FBgn0267384,1886,322,311,301
FBgn0267385,2242,4769,4552,4380
FBgn0267390,7868,1288,1221,1284
FBgn0267398,1576,753,612,669
FBgn0267399,1085,3,0,4
FBgn0267400,1020,5,3,4
FBgn0267408,4228,591,553,510
FBgn0267411,942,0,0,0
FBgn0267412,811,0,0,0
FBgn0267413,811,0,0,0
FBgn0267417,660,0,0,0
FBgn0267418,792,0,0,0
FBgn0267419,780,0,0,0
FBgn0267420,649,0,0,0
FBgn0267422,659,0,0,0
FBgn0267423,640,0,0,0
FBgn0267424,659,0,0,0
FBgn0267425,974,14,12,12
FBgn0267426,659,0,0,0
FBgn0267427,697,0,0,0
FBgn0267428,2461,136,144,148
FBgn0267429,1967,894,720,797
FBgn0267430,6490,0,5,3
FBgn0267431,6519,87,91,80
FBgn0267432,13882,0,0,0
FBgn0267433,13680,0,0,0
FBgn0267435,4872,14307,12852,13331
FBgn0267438,397,0,0,0
FBgn0267439,568,49,30,32
FBgn0267440,870,0,1,0
FBgn0267441,697,2,0,0
FBgn0267442,727,0,0,0
FBgn0267443,755,3,0,3
FBgn0267444,1322,0,0,0
FBgn0267445,1431,0,0,0
FBgn0267446,1179,0,0,1
FBgn0267447,436,11,12,13
FBgn0267448,994,886,757,819
FBgn0267449,3394,0,0,0
FBgn0267450,732,54,55,63
FBgn0267451,743,41,44,39
FBgn0267452,1009,23,24,27
FBgn0267453,1448,0,2,0
FBgn0267454,885,195,141,159
FBgn0267455,842,8,5,3
FBgn0267456,967,45,41,48
FBgn0267457,1459,130,108,129
FBgn0267458,524,5,6,3
FBgn0267459,703,2,2,3
FBgn0267460,344,0,0,0
FBgn0267461,1096,18,37,27
FBgn0267462,621,43,45,36
FBgn0267463,453,2,0,1
FBgn0267464,706,19,13,31
FBgn0267465,988,80,79,80
FBgn0267468,419,87,75,70
FBgn0267469,414,7,6,8
FBgn0267470,669,20,20,24
FBgn0267471,1103,1,1,0
FBgn0267472,882,42,55,56
FBgn0267473,871,3,1,1
FBgn0267474,1219,7,10,10
FBgn0267475,935,9,11,11
FBgn0267476,530,0,0,0
FBgn0267477,1143,8,8,12
FBgn0267478,488,1,1,1
FBgn0267479,839,0,0,0
FBgn0267480,926,24,25,27
FBgn0267481,1384,82,66,76
FBgn0267482,441,20,15,21
FBgn0267483,399,1,0,2
FBgn0267484,406,8,13,16
FBgn0267485,1960,376,334,305
FBgn0267486,4124,441,427,417
FBgn0267487,6069,474,458,486
FBgn0267488,6296,807,657,752
FBgn0267489,3744,0,0,0
FBgn0267490,866,0,0,0
FBgn0267491,702,0,0,0
FBgn0267492,660,0,0,0
FBgn0267493,660,0,0,0
FBgn0267494,656,0,0,0
FBgn0267495,3248,99,75,79
FBgn0267496,30,0,0,0
FBgn0267497,2715,5469,4075,4306
FBgn0267498,1995,1282,598,1272
FBgn0267499,123,29,62,165
FBgn0267500,30,0,0,0
FBgn0267501,1995,1498,286,794
FBgn0267502,123,4,121,70
FBgn0267503,30,0,0,0
FBgn0267504,3970,13325,12213,6184
FBgn0267505,6863,14846,11280,11974
FBgn0267506,4191,1390,664,1453
FBgn0267507,8118,14833,12625,7050
FBgn0267508,821,813,396,510
FBgn0267509,123,0,1,0
FBgn0267510,30,0,0,0
FBgn0267511,1721,868,515,827
FBgn0267512,123,3,2,1
FBgn0267513,255,5,5,5
FBgn0267514,123,159,43,28
FBgn0267515,704,490,326,205
FBgn0267516,5725,18480,8171,6658
FBgn0267517,123,23,6,18
FBgn0267518,30,0,0,0
FBgn0267519,2689,1303,1312,507
FBgn0267520,357,1944,479,613
FBgn0267521,1934,4672,3029,3442
FBgn0267522,2004,12604,4529,2597
FBgn0267523,123,33,1,5
FBgn0267524,30,0,0,0
FBgn0267525,328,27,18,24
FBgn0267526,518,0,0,1
FBgn0267527,408,8,7,6
FBgn0267528,593,9,6,3
FBgn0267529,416,35,26,25
FBgn0267530,970,48,53,44
FBgn0267531,2245,14,12,7
FBgn0267532,467,48,48,27
FBgn0267533,958,38,27,35
FBgn0267534,873,627,604,578
FBgn0267535,1294,146,136,144
FBgn0267536,848,8,4,1
FBgn0267537,1037,2,0,3
FBgn0267538,626,4,5,1
FBgn0267539,1115,0,0,0
FBgn0267540,621,13,16,9
FBgn0267541,761,21,15,14
FBgn0267542,667,41,37,33
FBgn0267543,542,13,16,9
FBgn0267544,362,2,0,0
FBgn0267545,1047,38,46,48
FBgn0267546,513,0,0,0
FBgn0267547,381,0,0,0
FBgn0267548,492,0,0,0
FBgn0267549,574,7,3,6
FBgn0267550,988,192,149,187
FBgn0267551,642,9,14,13
FBgn0267552,883,47,36,39
FBgn0267553,1681,6,6,5
FBgn0267554,419,3840,3417,3381
FBgn0267555,636,37,24,17
FBgn0267556,2413,336,353,293
FBgn0267557,641,4,4,5
FBgn0267558,349,0,0,0
FBgn0267559,932,0,0,0
FBgn0267560,354,0,0,0
FBgn0267561,885,1,1,0
FBgn0267562,625,2,1,0
FBgn0267563,311,1,2,1
FBgn0267564,490,0,3,0
FBgn0267565,943,0,2,1
FBgn0267566,253,0,0,4
FBgn0267567,481,18,15,12
FBgn0267568,712,108,107,89
FBgn0267569,892,5,9,2
FBgn0267570,2738,42,38,40
FBgn0267571,3391,12,7,3
FBgn0267572,7418,3,6,2
FBgn0267573,2441,0,0,0
FBgn0267574,228,0,0,0
FBgn0267575,428,0,0,0
FBgn0267576,3898,10,8,6
FBgn0267577,986,0,0,0
FBgn0267578,2909,674,732,745
FBgn0267579,5739,2,8,7
FBgn0267580,2009,0,1,1
FBgn0267581,521,4,1,2
FBgn0267582,558,9,6,10
FBgn0267585,1364,1,1,5
FBgn0267586,794,10,6,15
FBgn0267587,350,102,82,97
FBgn0267588,1309,729,570,682
FBgn0267589,414,37,37,39
FBgn0267590,1171,62,61,56
FBgn0267591,395,19,15,18
FBgn0267592,4002,0,0,0
FBgn0267593,610,0,0,0
FBgn0267594,1076,0,0,0
FBgn0267595,740,0,0,0
FBgn0267596,1072,0,0,0
FBgn0267597,428,0,0,0
FBgn0267598,540,3,0,1
FBgn0267599,515,0,1,0
FBgn0267600,289,2,3,1
FBgn0267601,2803,538,509,518
FBgn0267602,584,2,4,2
FBgn0267603,729,3,3,1
FBgn0267604,497,2,6,1
FBgn0267605,388,54,36,39
FBgn0267606,495,28,21,24
FBgn0267607,389,5,0,0
FBgn0267608,526,0,0,0
FBgn0267609,526,0,0,0
FBgn0267610,864,0,0,0
FBgn0267611,2215,5,7,7
FBgn0267612,644,2,0,2
FBgn0267613,1380,46,47,45
FBgn0267614,1573,283,274,250
FBgn0267615,625,4,4,1
FBgn0267616,341,3,2,1
FBgn0267617,672,242,208,212
FBgn0267618,1549,0,0,0
FBgn0267619,687,0,9,2
FBgn0267620,461,0,0,0
FBgn0267621,690,7,3,2
FBgn0267622,1580,49,63,50
FBgn0267623,533,11,9,7
FBgn0267624,2587,96,60,85
FBgn0267625,854,6,2,2
FBgn0267626,800,2,2,4
FBgn0267627,1411,7,1,2
FBgn0267628,441,2,2,5
FBgn0267629,622,0,0,0
FBgn0267630,1344,46,53,38
FBgn0267631,295,68,52,61
FBgn0267632,1141,28,28,28
FBgn0267633,1177,3,2,1
FBgn0267634,459,0,0,0
FBgn0267635,3289,48,50,35
FBgn0267636,749,7,16,10
FBgn0267637,541,10,3,2
FBgn0267638,577,2,1,1
